text_line	strength.w=>-p	stress.s=>-u	stress.w=>-p	footmin-none	footmin-no-s-unless-preceded-by-ww	posthoc-no-final-ww	posthoc-standardize-weakpos	strength.s=>-u
en.yeats.late_line000002_LAST|night.where|UN|der.the|WILD.MOON	0	0	0	0	0	0.0	2.0	3.0
en.yeats.late_line000346_if|WOR|thy.their|PRO|min.ent|PART|in.the|PLAY	0	0	0	0	0	1.0	0	3.0
en.yeats.late_line000037_al|THOUGH|he|THOUGHT|it|WORTH|a|CROW	0	0	0	0	0	0.0	0	0
en.yeats.late_line000216_of|THAT|old|GEOR|gian|MAN|sion|MIX	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000344_YET|they|SHOULD|the|LAST|scene|BE|there	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000295_TO|this|BARE|soul|LET|all|MEN|judge|THAT|can	0	0	2.0	0	0	0.0	4.0	0
en.yeats.late_line000338_AE|ro|PLANE|and|ZE|pp|ELIN|will|COME|out	0	0	0	0	0	0.0	0	0
en.yeats.late_line000246_our|HANDS|are|BLENCHED|our|FIN|gers|SEEM	0	0	0	0	0	0.0	0	0
en.yeats.late_line000171_of|HAM|mered|GOLD|and|GOLD|en|AM|el|LING	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000204_BEAU|ti|FUL|one|A|ga|ZELLE	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000205_BUT|a|RAV|ing|AU|tumn|SHEARS	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000347_DO|not|BREAK|up.their|LINES|to|WEEP	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000196_o|BUT|her|HEART|would|BREAK|to|LEARN|my|THOUGHTS|are|FAR|aw|AY	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000153_a|TAT|tered|COAT|up|ON|a|STICK|un|LESS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000265_and|BIDS|my|HAIR|stand|UP	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000288_up|ON|a|PAINT|ed|STAGE|when|WE|de|VO|ured.his|HEART	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000371_OV|er.them|FLIES|a|LONG|legged|BIRD	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000278_that|WO|man.the|GREAT.MOTH|er|IM|ag|ING	0	0	2.0	0	0	1.0	0	2.0
en.yeats.late_line000377_SEEMS|a|WA|ter|COURSE|or.an|AV|al|ANCHE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000144_that.is|NO.COUN|try.for|OLD.MEN|the|YOUNG	0	0	0	0	0	1.0	0	4.0
en.yeats.late_line000364_when|SEA|wind|SWEPT|the|COR|ner|STANDS	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000356_it|CAN|not|GROW|by.an|INCH|or.an|OUNCE	0	0	0	0	0	2.0	0	2.0
en.yeats.late_line000084_what|VOICE|more|SWEET|than|HERS	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000068_i.have|PASSED|with.a|NOD|of.the|HEAD	0	0	0	0	0	0.0	0	3.0
en.yeats.late_line000314_em|PE|do|CLES|has|THROWN|all|THINGS|ab|OUT	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000304_o'|HI|ggins.its|SOLE.STATES|man|HAD|not|DIED	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000343_that's.o|P|h.elia|THAT|co|RD|el.ia	0	0	0	1.0	0	1.0	0	3.0
en.yeats.late_line000025_and|WHEN|at|LAST|that|MUR|der's|OV|er	0	0	0	0	0	0.0	0	0
en.yeats.late_line000113_CHAN|ges|MI|nute.by|MI|nute	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000166_it|KNOWS|not|WHAT|it|IS|and|GATH|er|ME	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000183_it|FEARED|the|HURT|that|SHE|could|GIVE|and|THERE|fore.it|WENT.MAD	0	0	2.0	0	0	1.0	0	2.0
en.yeats.late_line000087_this|MAN|had|KEPT|a|SCHOOL	0	0	0	0	0	0.0	0	0
en.yeats.late_line000061_and|SURE|ly|AF|ter|TWEN|ty|YEARS|it.was|TIME|to|COME	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000156_nor|IS|there|SI|nging|SCHOOL|but|ST|ud|YING	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000136_be|WIL|dered|THEM|till.they|DIED	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000031_when|OIL|and|WICK|are|BURNED|in|ONE	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000122_o|WHEN|may|IT|suf|FICE	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000349_GA|ie|TY|trans|FIG|ur.ing|ALL|that|DREAD	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000154_soul|CLAP|its|HANDS|and|SING|and|LOUD|er|SING	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000017_and.this|FOUL.WORLD|were|DEAD|at|LAST	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000319_what|MAT|ter|HEAVE|no|SIGH|let|NO|tear|DROP	0	0	0	0	0	0.0	6.0	0
en.yeats.late_line000050_FOR|how|SHOULD|i.for|GET|the|WIS|dom|THAT|you|BROUGHT	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000252_THROUGH|the|HOL|low|OF|an|EAR	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000290_i|THIRST|for|AC|cu|SA|tion|ALL|that.was|SUNG	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000366_of.a|SLEN|der.palm|STOOD|but.a|DAY	0	0	0	0	0	0.0	2.0	3.0
en.yeats.late_line000132_for|ALL|that.is|DONE|and|SAID	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000170_but|SUCH|a|FORM|as|GR|ec.ian|GOLD|smiths|MAKE	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000085_when|YOUNG|and|BEAU|ti|FUL	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000274_a|FREN|zied|CROWD|and|WHERE|the|BRANCH|es|SPRANG	0	0	0	0	0	0.0	0	0
en.yeats.late_line000309_the|GY|res.the|GY|res.old|RO|cky|FACE|look|FORTH	0	0	0	0	0	2.0	4.0	2.0
en.yeats.late_line000079_a|TER|ri.ble|BEAU|ty.is|BORN	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000267_a|BUN|dle.of|TEM.PES|tu.ous|CLOUD|is|BLOWN	0	0	0	0	0	2.0	0	3.0
en.yeats.late_line000351_BLACK|out|HEAV|en|BLAZ|ing.in|TO|the|HEAD	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000330_or|AN|y|RICH|dark|NOTH|ing|DIS|in|TER	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000316_we|THAT|look|ON|but|LAUGH|in|TRAG|ic|JOY	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000052_on|A|fan|TAS|tic|RIDE|my|HOR|se's|FLANKS|are|SPURRED	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000186_but|O|my|HEART|could.bear|NO|more|WHEN|the|UP|land	0	0	2.0	0	0	1.0	2.0	1.0
en.yeats.late_line000181_the|WEST|wind|MADE|it|PI|ti|FUL|and.the|NORTH.WIND|afr|AID	0	0	2.0	0	0	1.0	2.0	2.0
en.yeats.late_line000313_I|r|R|a.tional|STREAMS|of|BLOOD|are|STAIN|ing|EARTH	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000198_now|THAT|your|TONGUE|can|NOT|per|SUADE|the|CHILD|till|SHE|mis|TAKE	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000134_to|KNOW|they|DREAMED|and.are|DEAD	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000086_she|RODE|to|HAR|ri|ERS	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000138_mac|DON|agh.and|MAC.BRIDE	0	0	0	0	0	1.0	2.0	2.0
en.yeats.late_line000034_YET|the|WORLD|stays	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000354_and|ALL|the|DROP|scenes|DROP|at|ONCE	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000245_fly|CATCH|ers|OF|the|MOON	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000257_EV|ery|COM|mon|WO|man|KNOWS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000336_for|EV|er|YB|ody|KNOWS|or|ELSE|should|KNOW	0	0	0	0	0	0.0	0	0
en.yeats.late_line000121_can|MAKE|a|STONE|of.the|HEART	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000188_i|RAN|i|RAN|from.my|LOVE'S.SIDE|be|CAUSE|my|HEART|went|MAD	0	0	0	0	0	1.0	2.0	2.0
en.yeats.late_line000053_by|CHILD|ish|MEM|o|RIES|of.an|OLD|cross|PO|ll|EXFEN	0	0	4.0	0	0	1.0	2.0	1.0
en.yeats.late_line000090_was|COM|ing.in|TO|his|FORCE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000296_WH|ether.it|BE|an|AN|i|MAL|or.a|MAN	0	0	2.0	0	0	2.0	0	2.0
en.yeats.late_line000239_CHIL|dren|DAZED|or|DEAD	0	0	0	0	0	0.0	0	0
en.yeats.late_line000036_your|COCK|er.el|FOUND|us|IN|the|WRONG	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000221_D|ear|SHAD|ows|NOW|you|KNOW|it|ALL	0	3.0	0	0	0	0.0	2.0	0
en.yeats.late_line000226_ARISE|and|BID|me|STRIKE|a|MATCH	0	0	0	0	0	0.0	0	0
en.yeats.late_line000163_and|BE|the|SI|nging|MAS|ters|OF|my|SOUL	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000100_IN|the|CAS|ual|COM|e|DY	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000385_one|ASKS|for|MOURN|ful|ME|lo|DIES	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000176_a|STRANGE|thing|SURE|ly|THAT|my|HEART|when|LOVE|had|COME|un|SOUGHT	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000376_EV|ery|AC|ci|DEN|tal|CRACK|or|DENT	0	0	0	0	0	0.0	0	0
en.yeats.late_line000080_that|WOM|an's|DAYS|were|SPENT	0	0	0	0	0	0.0	0	0
en.yeats.late_line000067_EIGH|teenth|CEN|tu.ry|HOUS|es	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000060_no|NO|not|SAID|but|CRIED|it|OUT|you.have|COME|ag|AIN	0	0	2.0	0	0	1.0	2.0	1.0
en.yeats.late_line000203_two|GIRLS|in|SILK|ki|MO|nos|BOTH	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000326_what|MAT|ter|THOSE|that|RO|cky|FACE|holds|D|ear	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000236_GLA|nces|OF|her|WAN|der.ing|EYE	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000173_or|SET|up|ON|a|GOLD|en|BOUGH|to|SING	0	0	0	0	0	0.0	0	0
en.yeats.late_line000307_through|JO|na.than|SWIFT'S|dark|GROVE|he|PASSED|and|THERE	0	0	2.0	0	0	1.0	2.0	1.0
en.yeats.late_line000301_had|COS|grave|EAT|en.pa|RNELL'S.HEART|the|LAND'S	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000342_THERE|struts|HAM|let|THERE|is|L|ear	0	0	4.0	0	0	0.0	2.0	0
en.yeats.late_line000089_this|OTH|er.his|HEL|per.and|FRIEND	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000081_in|IG|no.rant|GOOD|will	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000264_or|STRIKES|a|SUD|den|CHILL|in|TO|my|BONES	0	0	0	0	0	0.0	0	0
en.yeats.late_line000222_ALL|the|FOL|ly|OF|a|FIGHT	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000049_be|CAUSE|i|HAVE|no|OTH|er|YOUTH|can|MAKE|me|PINE	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000287_none|SHARED|our|GUILT|nor|DID|we|PLAY|a|PART	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000201_the|LIGHT|of|EVE|ning|LI|ss|ADELL	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000317_what|MAT|ter.though|NUMB.NIGHT|mare|RIDE|on|TOP	0	3.0	0	0	0	1.0	2.0	2.0
en.yeats.late_line000235_moon|STRUCK|by|THE|de|SPAIR|ing	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000024_with|CRUE|lties.of|CHOICE|and|CHANCE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000224_the|IN|no|CENT|and.the|BEAU|ti|FUL	0	0	4.0	0	0	1.0	0	1.0
en.yeats.late_line000228_SHOULD|the|CON|fla|GRA|tion|CLIMB	0	0	0	0	0	0.0	0	0
en.yeats.late_line000082_her|NIGHTS|in|AR|gu|MENT	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000009_howled|MI|au||d|BARKED|brayed|BELLED|yelled|CRIED|crowed	0	0	0	0	0	0.0	10.0	0
en.yeats.late_line000261_WHAT|is.this|FLESH|i|PUR|chased|WITH|my|PAINS	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000116_the|LONG|legged|MOOR|hens|DIVE	0	0	0	0	0	0.0	4.0	0
en.yeats.late_line000168_ONCE|out.of|NA|ture.i|SHALL.NEV|er|TAKE	0	0	0	0	0	1.0	0	3.0
en.yeats.late_line000199_her|CHILD|ish|GRAT|i|TUDE|for|LOVE|and|MATCH|your|FIF|ty|YEARS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000013_and|NEV|er|CREW|ag|AIN|till|NOW	0	0	0	0	0	0.0	0	0
en.yeats.late_line000375_EV|ery.di|SC|ol|OR|ation|OF|the|STONE	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000046_o|SO|lo.mon|LET|us|TRY|ag|AIN	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000193_you|BUT|im|AG|ine|LIES|all|DAY|o|MUR|der|ER|i.rep|LIED	0	0	4.0	0	0	1.0	0	1.0
en.yeats.late_line000187_CAUGHT|the|WIND	0	0	0	0	0	0	0	0
en.yeats.late_line000088_and|RODE|our|WINGED|horse	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000045_AND|the|MOON|is|WIL|der|EV|ery|MI|nute	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000359_old|CI|vi.li|SA|tions|PUT|to.the|SWORD	0	0	0	0	0	2.0	2.0	2.0
en.yeats.late_line000191_how|COULD|she|MATE|with|FIF|ty|YEARS|that|WAS|so|WILD|ly|BRED	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000255_the|HEAV|ens|IN|my|WOMB	0	0	0	0	0	0.0	0	0
en.yeats.late_line000331_the|WORK|man|NO|ble.and|SAINT|and|ALL|things|RUN	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000220_BEAU|ti|FUL|one|A|ga|ZELLE	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000273_rich|FO|liage|THAT|the|STAR|light|GLIT|tered|THROUGH	0	3.0	2.0	0	0	0.0	4.0	0
en.yeats.late_line000299_NO|loose.lipped|DEM|a|GOGUE|had|WON|the|DAY	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000373_the.third|DOUBT|less.a|SERV|ing|MAN	0	0	0	0	0	1.0	2.0	2.0
en.yeats.late_line000175_of|WHAT|is|PAST|or|PASS|ing|OR|to|COME	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000015_chance|BE|ing|AT|one.with|CHOICE|at|LAST	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000032_THERE|fore.a|BLESSED|moon.last|NIGHT	0	0	0	0	0	0.0	2.0	2.0
en.yeats.late_line000043_nor|AN|y|HU|man|SIGHT|with|IN|it	0	0	0	0	0	0.0	0	0
en.yeats.late_line000386_ACC|omplished|FIN|gers.be|GIN|to|PLAY	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000348_they|KNOW|that|HAM|let.and|L|ear.are|GAY	0	0	0	0	0	2.0	0	2.0
en.yeats.late_line000139_and|CON|nol|LY|and|P|earse	0	0	0	0	0	0.0	0	0
en.yeats.late_line000101_he|TOO|has|BEEN|changed|IN|his|TURN	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000048_im|AG|ine|THAT|lost|LOVE|in|SEP|a|RA|ble|FROM|my|THOUGHT	0	0	4.0	0	0	0.0	2.0	0
en.yeats.late_line000142_are|CHANGED|changed|UT|ter|LY	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000001_and|THUS|de|CLARED|that|A|rab|LAD|y	0	0	0	0	0	0.0	0	0
en.yeats.late_line000350_all|MEN|have|AIMED|at|FOUND|and|LOST	0	0	0	0	0	0.0	0	0
en.yeats.late_line000065_COM|ing.with|VI|vid|FAC|es	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000329_or|DARK|be|TWIXT|the|POLE|cat|AND|the|OWL	0	3.0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000328_from|MAR|ble|OF|a|BRO|ken|SE|pu|LCHRE	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000073_of.a|MOCK|ing|TALE|or.a|GIBE	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000040_the|NIGHT|has|FALL|en|NOT|a|SOUND	0	0	0	0	0	0.0	0	0
en.yeats.late_line000047_do|NOT|be|CAUSE|this|DAY|i|HAVE|grown|SAT|ur|NINE	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000369_two|CHI|na|MEN|be|HIND|them.a|THIRD	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000056_be|FORE|my|TIME|seem|LIKE|a|VI|vid|MEM|o|RY	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000315_HEC|tor.is|DEAD|and|THERE'S|a|LIGHT|in|TROY	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000042_un|LESS|a|PE|tal|HIT|the|GROUND	0	0	0	0	0	0.0	0	0
en.yeats.late_line000227_and|STRIKE|an|OTH|er.till|TIME.CATCH	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000197_speak|ALL|your|MIND|my|HEART|sang.out|SPEAK.ALL|your|MIND|who|CARES	0	0	0	0	0	1.0	4.0	2.0
en.yeats.late_line000164_con|SUME|my|HEART|aw|AY|sick|WITH|de|SIRE	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000208_PAR|doned|DRAGS|out|LONE|ly|YEARS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000212_when|WITH|ered|OLD|and|SK|el.eton|GAUNT	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000380_SWEET|ens.the|LIT|tle|HALF|way|HOUSE	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000117_and|HENS|to|MOOR|cocks|CALL	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000008_what|EV|er|HAS|been|SAID|sighed|SUNG	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000378_or|LOF|ty|SLOPE|where.it|STILL.SNOWS	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000218_that|TA|ble|AND|the|TALK|of|YOUTH	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000135_and|WHAT|if.ex|CESS|of|LOVE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000012_three|HUN|dred|YEARS|be|FORE|the|FALL	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000365_his|LONG|lamp|CHIM|ney|SHAPED|like.the|STEM	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000180_the|SOUTH|wind|BROUGHT|it|LONG|ing|AND|the|EAST|wind.de|SPAIR	0	0	2.0	0	0	1.0	4.0	1.0
en.yeats.late_line000195_i|DID|not|FIND|in|AN|y|CAGE|the|WO|man|AT|my|SIDE	0	0	0	0	0	0.0	0	0
en.yeats.late_line000014_and|WOULD|not|NOW|but|THAT|he|THOUGHT	0	0	0	0	0	0.0	0	0
en.yeats.late_line000244_what|MAN|hood|LED|the|DANCE	0	3.0	0	0	0	0.0	2.0	0
en.yeats.late_line000029_YET|the|WORLD|ends|WHEN|these|TWO|things	0	0	0	0	0	0.0	4.0	0
en.yeats.late_line000370_are|CARVED|in|LA|pis|LAZ|uli|	0	0	0	0	0	0.0	0	0
en.yeats.late_line000200_o|LET|her|CHOOSE|a|YOUNG|man|NOW|and|ALL|for.his|WILD.SAKE	0	0	0	0	0	1.0	2.0	2.0
en.yeats.late_line000250_may|REND|what|COMES|in|REACH	0	0	0	0	0	0.0	0	0
en.yeats.late_line000124_to|MUR|mur|NAME|up|ON|name	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000367_ALL|things|FALL|and.are|BUILT|ag|AIN	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000126_when|SLEEP|at|LAST|has|COME	0	0	0	0	0	0.0	0	0
en.yeats.late_line000145_IN|one.an|OTH|er's|ARMS|birds|IN|the|TREES	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000131_for|ENG|land.may|KEEP.FAITH	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000271_WHAT|is.this|SAC|ri|FICE|can|SOME|one|THERE	0	3.0	2.0	0	0	1.0	2.0	1.0
en.yeats.late_line000333_i|HAVE|heard|THAT|hys|TER|i.cal|WO|men|SAY	0	0	0	0	0	1.0	2.0	1.0
en.yeats.late_line000098_YET|i|NUM|ber.him|IN|the|SONG	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000033_gave|SHE|ba|TO|her|SO|lo|MON	0	0	4.0	0	0	0.0	2.0	0
en.yeats.late_line000155_for|EV|ery|TAT|ter|IN|its|MOR|tal|DRESS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000379_though|DOUBT|less|PLUM|or|CHER|ry|BRANCH	0	0	0	0	0	0.0	0	0
en.yeats.late_line000268_ab|OUT|the|SKY|where|THAT|is|CLEAR|of|CLOUD	0	0	0	0	0	0.0	0	0
en.yeats.late_line000149_what|EV|er|IS|be|GOT|ten|BORN|and|DIES	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000238_for|CHIL|dren|BORN|of.her|PAIN	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000209_co|NS|pi|RING|am|ONG|the|IG|no|RANT	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000310_THINGS|thought.too|LONG|can|BE|no|LON|ger|THOUGHT	0	0	0	0	0	1.0	4.0	1.0
en.yeats.late_line000341_ALL|per|FORM|their|TRAG|ic|PLAY	0	0	0	0	0	0.0	0	0
en.yeats.late_line000169_my|BOD|i.ly|FORM|from|AN|y|NAT|ural|THING	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000363_made|DRA|per|IES|that|SEEMED|to|RISE	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000083_un|TIL|her|VOICE|grew|SHRILL	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000368_and.those|THAT.BUILD|them.ag|AIN|are|GAY	0	0	0	0	0	1.0	0	3.0
en.yeats.late_line000099_he|TOO|has.re|SIGNED|his|PART	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000120_too|LONG|a|SAC|ri|FICE	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000286_i{|HY|st|ER|ica|PA|ss|IO|dragged.this|QUAR|ry|DOWN	0	0	2.0	0	0	1.0	4.0	1.0
en.yeats.late_line000107_to|TROU|ble.the|LIV|ing|STREAM	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000360_THEN|they|AND|their|WIS|dom|WENT|to|RACK	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000020_for.though|LOVE.HAS|a|SPI|der's|EYE	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000004_with|IN|my|ARMS|great|SO|lo|MON	0	0	2.0	0	0	0.0	2.0	0
en.yeats.late_line000247_but|SLEN|der|NEE|dles.of|BONE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000190_be|CAUSE|i|MADE|you|TURN|aw|AY|and|RUN|from|THAT|young|CHILD	0	0	0	0	0	0.0	2.0	0
en.yeats.late_line000332_on|THAT|un|FA|sh|IO|nable|GY|re.ag|AIN	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000159_TO|the|HOL|y|CI|ty|OF|by|ZA|nt|IUM	0	0	6.0	0	0	0.0	0	0
en.yeats.late_line000270_what|SHUD|ders|RUN|through|ALL|that|AN|i.mal|BLOOD	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000059_up|ON|the|OP|en|ROAD|near|TO|the|SLI|go|QUAY	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000076_BE|ing|CER|tain|THAT|they|AND|i	0	0	2.0	0	0	0.0	0	0
en.yeats.late_line000276_a|WO|man|AND|an|AR|row|ON|a|STRING	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000064_i.have|MET|them.at|CLOSE|of|DAY	0	0	0	0	0	1.0	0	2.0
en.yeats.late_line000109_the|RID|er.the|BIRDS|that|RANGE	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000243_where|EV|ery|FOOT|obe|YED|her|GLANCE	0	0	0	0	0	0.0	0	0
en.yeats.late_line000167_in|TO|the|AR|ti|FICE|of.et|ER|ni|TY	0	0	4.0	0	0	1.0	0	1.0
en.yeats.late_line000266_UN|der.the|GREAT|co|ME|di.an's|TOMB|the|CROWD	0	0	0	0	0	2.0	0	2.0
en.yeats.late_line000372_a|SYM|bol|OF|lo|NG|ev|ITY	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000058_PEO|ple.he|SAID	0	0	0	0	0	0	0	1.0
en.yeats.late_line000165_and|FAS|tened|TO|a|DY|ing|AN|i|MAL	0	0	4.0	0	0	0.0	0	0
en.yeats.late_line000097_to|SOME|who.are|NEAR|my|HEART	0	0	0	0	0	1.0	0	1.0
en.yeats.late_line000102_trans.formed|UT|ter.ly	0	3.0	0	1.0	0	0.0	2.0	2.0
en.yeats.late_line000210_i|KNOW|not|WHAT|the|YOU|nger|DREAMS	0	0	0	0	0	0.0	0	0
en.yeats.late_line000192_LET|the|CAGE|bird|AND|the|CAGE|bird|MATE|and.the|WILD.BIRD|mate|IN|the|WILD	0	0	2.0	0	0	1.0	6.0	2.0
en.yeats.late_line000279_CUT|out.his|HEART|some|MAS|ter|OF|de|SIGN	0	0	2.0	0	0	1.0	0	1.0
en.yeats.late_line000112_a|SHAD|ow.of|CLOUD|on.the|STREAM	0	0	0	0	0	1.0	0	2.0
