line                                    	meter	[*footmin-no-s-unless-preceded-by-ww]	[*footmin-none]	[*posthoc-no-final-ww]	[*posthoc-standardize-weakpos]	[*strength.s=>-u]	[*strength.w=>-p]	[*stress.s=>-u]	[*stress.w=>-p]
                                        	swswwswssw	3.0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	swswswswss	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
no loose lipped demagogue had won the day	swwswswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswsws	0	0	0	0	0	0.0	4.0	0
no civil rancour torn the land apart    	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
had cosgrave eaten parnell's heart the land's	wswswwssws	0	0	0	0	0	1.0	0	2.0
                                        	wswswwswsw	0	0	2.0	0	0	1.0	4.0	1.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
imagination had been satisfied          	wswswswsws	0	0	0	0	0	0.0	0	0
or lacking that government in such hands	wswwswwsws	0	0	0	0	0	2.0	0	2.0
                                        	wswwswwsww	0	0	0	1.0	0	1.0	2.0	3.0
                                        	wswwswswsw	0	0	4.0	0	0	1.0	2.0	1.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
                                        	wswsswwsws	0	0	0	0	10.0	1.0	0	2.0
                                        	wswsswswsw	0	0	4.0	0	10.0	0.0	2.0	1.0
                                        	wswsswswss	0	0	4.0	0	20.0	0.0	0	2.0
o'higgins its sole statesman had not died	wswwsswsws	0	0	0	0	0	1.0	0	2.0
                                        	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
had even o'duffy but i name no more     	wswwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	swswswswsws	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	wswwswswssw	0	0	2.0	0	10.0	1.0	0	2.0
                                        	sswwswwswws	0	0	2.0	0	10.0	0.0	2.0	4.0
                                        	swswswswssw	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
their school a crowd his master solitude	wswswswsws	0	0	0	0	0	0.0	0	0
through jonathan swift's dark grove he passed and there	wswwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wswwswswsww	0	0	0	1.0	0	2.0	2.0	2.0
                                        	wswswswswsw	0	0	6.0	0	0	0.0	6.0	0
                                        	swswswswsws	3.0	3.0	6.0	0	0	0.0	4.0	0
                                        	swswswswsww	3.0	3.0	4.0	1.0	0	1.0	4.0	1.0
plucked bitter wisdom that enriched his blood	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
the gyres the gyres old rocky face look forth	wswwswwswsws	0	0	0	0	0	2.0	4.0	2.0
                                        	wswwswwswwss	0	0	0	0	0	1.0	4.0	4.0
                                        	wswwswsswsws	0	0	0	0	10.0	1.0	2.0	2.0
                                        	wswswswswsws	3.0	3.0	4.0	0	0	0.0	6.0	0
                                        	wswwswswswsw	3.0	3.0	2.0	0	0	1.0	6.0	1.0
                                        	swswswsswsws	3.0	3.0	4.0	0	10.0	0.0	4.0	1.0
things thought too long can be no longer thought	swwswswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	wswswswsws	0	0	0	0	0	0.0	6.0	0
                                        	swwswwssws	0	0	0	0	0	1.0	2.0	3.0
                                        	swwswwssww	0	0	0	1.0	0	0.0	4.0	4.0
                                        	swwswwswws	0	3.0	0	0	0	0.0	4.0	3.0
for beauty dies of beauty worth of worth	wswswswsws	0	0	0	0	0	0.0	0	0
and ancient lineaments are blotted out  	wswswswwsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wswswwswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wswswswwsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wswswwswsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wswswswswsw	3.0	3.0	6.0	0	0	0.0	2.0	0
irrational streams of blood are staining earth	swswwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wwswwswswsws	0	0	0	0	0	2.0	0	2.0
                                        	wwswwswwswws	0	3.0	2.0	0	0	0.0	4.0	4.0
                                        	wswswswswsws	6.0	3.0	4.0	0	0	0.0	2.0	0
                                        	wwswwswswwss	3.0	3.0	2.0	0	0	1.0	2.0	4.0
                                        	wwswwswsswws	0	3.0	2.0	0	10.0	1.0	2.0	4.0
                                        	swswswswswsw	3.0	3.0	10.0	0	0	0.0	8.0	0
                                        	wwswswswswsw	3.0	3.0	8.0	0	0	1.0	8.0	1.0
                                        	swswswswswss	3.0	3.0	10.0	0	10.0	0.0	6.0	1.0
                                        	wwswswswswss	3.0	3.0	8.0	0	10.0	1.0	6.0	2.0
empedocles has thrown all things about  	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswwsswsws	0	0	0	0	0	1.0	0	2.0
hector is dead and there's a light in troy	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	2.0	3.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	2.0	3.0
                                        	swswswswsw	0	0	6.0	0	0	0.0	6.0	0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	swswswswss	0	0	6.0	0	10.0	0.0	4.0	1.0
we that look on but laugh in tragic joy 	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	swswwswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wwswwswsws	0	0	0	0	0	2.0	0	2.0
                                        	wwswwswsww	0	0	0	1.0	0	1.0	2.0	3.0
                                        	wwswwsswws	0	3.0	0	0	0	0.0	2.0	4.0
                                        	wsswwswsws	0	0	0	0	10.0	1.0	0	2.0
what matter though numb nightmare ride on top	wswwsswsws	0	3.0	0	0	0	1.0	2.0	2.0
                                        	wswswswsws	0	3.0	2.0	0	0	0.0	4.0	0
                                        	wswswsswws	0	0	2.0	0	10.0	1.0	4.0	2.0
                                        	wswswsswsw	0	0	4.0	0	10.0	0.0	6.0	1.0
                                        	sswwswwsww	0	3.0	0	1.0	10.0	0.0	4.0	4.0
                                        	sswwsswwss	0	3.0	2.0	0	10.0	0.0	2.0	5.0
                                        	wswswsswss	0	0	4.0	0	20.0	0.0	4.0	2.0
and blood and mire the sensitive body stain	wswswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
what matter heave no sigh let no tear drop	wswswswsws	0	0	0	0	0	0.0	6.0	0
                                        	wswswswwss	0	0	0	0	0	1.0	4.0	2.0
                                        	wswswwssws	0	0	0	0	0	1.0	4.0	2.0
a greater a more gracious time has gone 	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswwsswsws	0	0	0	0	0	1.0	0	2.0
for painted forms or boxes of make up   	wswswswwsw	0	0	0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wswswswssw	0	0	2.0	0	10.0	0.0	0	1.0
in ancient tombs i sighed but not again 	wswswswsws	0	0	0	0	0	0.0	0	0
what matter out of cavern comes a voice 	wswswswsws	0	0	2.0	0	0	0.0	0	0
and all it knows is that one word rejoice	wswswswsws	0	0	0	0	0	0.0	0	0
conduct and work grow coarse and coarse the soul	swwswswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	4.0	3.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swswswswsw	0	0	6.0	0	0	0.0	8.0	0
                                        	swswswswss	0	0	6.0	0	10.0	0.0	6.0	1.0
what matter those that rocky face holds dear	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswwsswswsw	0	0	0	0	0	1.0	2.0	2.0
                                        	sswwsswwsww	0	3.0	0	1.0	10.0	0.0	4.0	5.0
lovers of horses and of women shall     	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swwswwswws	0	3.0	2.0	0	0	0.0	2.0	3.0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
from marble of a broken sepulchre       	wswswswsws	0	0	4.0	0	0	0.0	0	0
                                        	wswswswsww	0	0	2.0	1.0	0	1.0	0	1.0
or dark betwixt the polecat and the owl 	wswswswsws	0	3.0	2.0	0	0	0.0	2.0	0
                                        	wswswwswws	0	3.0	0	0	0	2.0	2.0	2.0
                                        	wswswsswws	0	0	0	0	10.0	1.0	0	2.0
                                        	wswswsswsw	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswsswss	0	0	2.0	0	20.0	0.0	0	2.0
or any rich dark nothing disinter       	wswswswsws	0	0	0	0	0	0.0	2.0	0
the workman noble and saint and all things run	wswswwswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswwswwss	0	0	0	0	0	2.0	0	3.0
                                        	wswswswswsw	0	0	4.0	0	0	0.0	4.0	0
                                        	wswswswswss	0	0	4.0	0	10.0	0.0	2.0	1.0
on that unfashionable gyre again        	wswswswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswswsw	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	wswswswswss	3.0	0	4.0	0	10.0	0.0	0	1.0
                                        	wswswswssws	3.0	0	4.0	0	10.0	0.0	0	1.0
i have heard that hysterical women say  	wswswswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wwswwswwsws	0	0	0	0	0	1.0	0	3.0
                                        	swswwswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	wwswwswwsww	0	0	0	1.0	0	0.0	2.0	4.0
                                        	swsswswwsws	0	0	2.0	0	10.0	1.0	0	2.0
                                        	wswswswswsw	3.0	3.0	4.0	0	0	0.0	6.0	0
                                        	swswswswsws	6.0	3.0	6.0	0	0	0.0	2.0	0
                                        	wswswswswss	3.0	3.0	4.0	0	10.0	0.0	4.0	1.0
                                        	swsswswswss	3.0	3.0	6.0	0	20.0	0.0	2.0	2.0
they are sick of the palette and fiddle bow	wwswwswwsws	0	0	0	0	0	1.0	0	3.0
                                        	swswwswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	wwswwswwsww	0	0	0	1.0	0	0.0	2.0	4.0
                                        	wswswswwsws	0	0	4.0	0	0	1.0	2.0	1.0
                                        	swswwswwsww	0	0	2.0	1.0	0	1.0	2.0	3.0
                                        	swswswswsws	3.0	3.0	6.0	0	0	0.0	2.0	0
                                        	wwswwswswsw	3.0	3.0	4.0	0	0	2.0	4.0	2.0
of poets that are always gay            	wswswsws	0	0	0	0	0	0.0	0	0
for everybody knows or else should know 	wswswswsws	0	0	0	0	0	0.0	0	0
that if nothing drastic is done         	swswswws	0	0	0	0	0	1.0	0	1.0
                                        	swswswsw	0	0	2.0	0	0	0.0	0	0
aeroplane and zeppelin will come out    	swswswswsw	0	0	0	0	0	0.0	0	0
pitch like king billy bomb balls in     	swwswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	wswswsws	0	0	0	0	0	0.0	6.0	0
                                        	swwswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	swwswwss	0	0	0	0	0	0.0	4.0	3.0
                                        	swwswwss	0	0	0	0	0	0.0	4.0	3.0
                                        	swswswsw	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swsswsws	0	0	0	0	10.0	0.0	2.0	1.0
                                        	swsswssw	0	0	0	0	20.0	0.0	0	2.0
until the town lie beaten flat          	wswswsws	0	0	0	0	0	0.0	2.0	0
all perform their tragic play           	swswsws	0	0	0	0	0	0.0	0	0
there struts hamlet there is lear       	swswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	wwswswsw	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wsswswsw	0	0	2.0	0	10.0	0.0	0	1.0
                                        	wwswwsww	0	3.0	2.0	1.0	0	0.0	4.0	3.0
that's ophelia that cordelia            	wwswwswsww	0	0	0	1.0	0	1.0	0	3.0
                                        	swswwswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wwswwswsws	0	0	2.0	0	0	2.0	0	2.0
                                        	swswwswsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wwswwswwsw	3.0	3.0	2.0	0	0	1.0	2.0	3.0
                                        	wwswwswwss	3.0	3.0	2.0	0	0	0.0	2.0	4.0
                                        	wswswswsws	6.0	3.0	6.0	0	0	0.0	2.0	0
                                        	wswswswsww	6.0	3.0	4.0	1.0	0	1.0	2.0	1.0
yet they should the last scene be there 	swswswsw	0	0	0	0	0	0.0	2.0	0
                                        	wswwssws	0	0	4.0	0	0	1.0	0	2.0
                                        	wswwssww	0	0	2.0	1.0	0	1.0	0	3.0
                                        	swswssws	0	0	2.0	0	10.0	0.0	0	1.0
                                        	swswssww	0	0	0	1.0	10.0	1.0	0	2.0
the great stage curtain about to drop   	wswswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swswswsws	3.0	3.0	4.0	0	0	0.0	4.0	0
if worthy their prominent part in the play	wswwswwswws	0	0	0	0	0	1.0	0	3.0
                                        	wswwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	swswswswsws	3.0	3.0	6.0	0	0	0.0	4.0	0
                                        	wswswswswsw	3.0	3.0	6.0	0	0	0.0	4.0	0
                                        	wswswswswss	3.0	3.0	6.0	0	10.0	0.0	2.0	1.0
do not break up their lines to weep     	swswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wwswwsww	0	0	0	1.0	0	0.0	2.0	3.0
they know that hamlet and lear are gay  	wswswwswws	0	0	0	0	0	2.0	0	2.0
                                        	wswswwswsw	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wswswwssws	3.0	0	2.0	0	0	1.0	0	2.0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	wswswwswss	0	0	2.0	0	10.0	1.0	0	2.0
gaiety transfiguring all that dread     	swswswwsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swswswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	swswswswss	0	0	4.0	0	10.0	0.0	0	1.0
all men have aimed at found and lost    	wswswsws	0	0	0	0	0	0.0	0	0
black out heaven blazing into the head  	swswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	swswswswws	0	0	0	0	0	1.0	0	1.0
                                        	swswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	swswswswss	0	0	2.0	0	10.0	0.0	0	1.0
tragedy wrought to its uttermost        	swwswwsws	0	0	0	0	0	1.0	0	2.0
                                        	swswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	swwswwsww	0	3.0	0	1.0	0	0.0	2.0	3.0
                                        	wswswwsws	3.0	3.0	2.0	0	0	1.0	2.0	1.0
though hamlet rambles and lear rages    	wswswwswsw	0	0	0	0	0	1.0	0	1.0
                                        	swswswswsw	6.0	6.0	6.0	0	0	0.0	4.0	0
                                        	wswswswsws	6.0	6.0	6.0	0	0	0.0	4.0	0
                                        	wswswswssw	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
and all the drop scenes drop at once    	wswswsws	0	0	0	0	0	0.0	2.0	0
upon a hundred thousand stages          	wswswswsw	0	0	0	0	0	0.0	0	0
it cannot grow by an inch or an ounce   	wswswwswws	0	0	0	0	0	2.0	0	2.0
                                        	wwsswwswws	0	0	0	0	0	0.0	0	4.0
                                        	wswswwssws	0	0	2.0	0	0	1.0	0	2.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wswswwswsw	0	0	2.0	0	0	1.0	2.0	1.0
on their own feet they came or on shipboard	wwsswswwss	0	0	0	0	0	1.0	0	4.0
                                        	wswswswwss	0	0	2.0	0	0	1.0	0	2.0
                                        	wswswswsws	0	3.0	4.0	0	0	0.0	2.0	0
                                        	wswswswwsw	0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	wwsswswwsw	0	3.0	0	0	0	2.0	2.0	3.0
                                        	wwsswwswws	0	3.0	2.0	0	0	0.0	4.0	4.0
                                        	swswswswss	0	0	6.0	0	10.0	0.0	4.0	1.0
camel back horse back ass back mule back	swswswsws	0	0	0	0	0	0.0	6.0	0
                                        	swswswwss	0	0	0	0	0	1.0	4.0	2.0
                                        	swswwswws	0	0	0	0	0	1.0	4.0	2.0
                                        	swswwssws	0	0	0	0	0	1.0	4.0	2.0
old civilisations put to the sword      	wswwswswws	0	0	0	0	0	2.0	2.0	2.0
                                        	wswwswswsw	0	0	2.0	0	0	1.0	4.0	1.0
                                        	swswswswws	3.0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	swswswswsw	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	sswwswswws	0	0	0	0	10.0	1.0	0	3.0
                                        	sswwswswsw	0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	wswwswswss	0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	wswwswssws	0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	sswwswwsww	0	0	2.0	1.0	10.0	0.0	4.0	4.0
                                        	swswswswss	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
                                        	swswswssws	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
then they and their wisdom went to rack 	swswswsws	0	0	2.0	0	0	0.0	0	0
no handiwork of callimachus             	wswswswsw	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsw	0	0	0	0	10.0	0.0	0	1.0
who handled marble as if it were bronze 	wswswswsws	0	0	4.0	0	0	0.0	0	0
                                        	wswswwssws	0	0	2.0	0	0	1.0	0	2.0
made draperies that seemed to rise      	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wswwssws	0	0	0	0	0	1.0	2.0	2.0
                                        	sswswsws	0	0	2.0	0	10.0	0.0	0	1.0
                                        	sswwssws	0	0	0	0	10.0	1.0	0	3.0
                                        	sswwswws	0	0	0	0	10.0	0.0	2.0	3.0
when sea wind swept the corner stands   	wswswsws	0	0	0	0	0	0.0	2.0	0
his long lamp chimney shaped like the stem	wswswswws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswsw	0	0	2.0	0	0	0.0	4.0	0
                                        	wswswssws	0	0	0	0	10.0	0.0	2.0	1.0
of a slender palm stood but a day       	wwswwswws	0	0	0	0	0	0.0	2.0	3.0
                                        	swswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	swswwswws	0	0	2.0	0	0	1.0	2.0	2.0
                                        	wwswsswws	0	0	0	0	10.0	1.0	0	3.0
                                        	swswsswws	0	0	2.0	0	10.0	1.0	0	2.0
                                        	swswsswss	0	0	4.0	0	20.0	0.0	0	2.0
all things fall and are built again     	swswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wwswwsww	0	3.0	0	1.0	0	0.0	4.0	3.0
                                        	wsswwsws	0	0	0	0	10.0	1.0	0	2.0
and those that build them again are gay 	wwsswwsws	0	0	0	0	0	1.0	0	3.0
                                        	wswswwsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wwsswwsww	0	0	0	1.0	0	0.0	2.0	4.0
two chinamen behind them a third        	wswswswws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswsw	0	0	2.0	0	0	0.0	4.0	0
                                        	sswswswws	0	0	0	0	10.0	1.0	0	2.0
                                        	sswswswsw	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswswss	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswssws	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	sswswswss	0	0	2.0	0	20.0	0.0	0	2.0
                                        	sswswssws	0	0	2.0	0	20.0	0.0	0	2.0
are carved in lapis lazuli              	wswswsws	0	0	0	0	0	0.0	0	0
over them flies a long legged bird      	swwswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swwswwss	0	0	0	0	0	0.0	2.0	3.0
                                        	swswswsws	0	0	4.0	0	0	0.0	4.0	0
                                        	wswswsws	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swwswssws	0	0	0	0	10.0	1.0	0	2.0
                                        	wswswssws	3.0	3.0	2.0	0	10.0	0.0	2.0	1.0
a symbol of longevity                   	wswswsws	0	0	4.0	0	0	0.0	0	0
                                        	wswswsww	0	0	2.0	1.0	0	1.0	0	1.0
the third doubtless a serving man       	wwswwsws	0	0	0	0	0	1.0	2.0	2.0
                                        	swswwsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wwswwsww	0	0	0	1.0	0	0.0	4.0	3.0
                                        	wswswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
                                        	wsswwsws	0	0	0	0	10.0	1.0	0	2.0
carries a musical instrument            	swwswwsww	0	0	0	1.0	0	0.0	0	3.0
                                        	swwswwsws	0	0	2.0	0	0	1.0	0	2.0
                                        	swswswsws	3.0	3.0	6.0	0	0	0.0	2.0	0
                                        	swwswswsw	3.0	3.0	4.0	0	0	1.0	2.0	1.0
                                        	wswswwsws	3.0	3.0	4.0	0	0	1.0	2.0	1.0
                                        	wswswwsww	3.0	3.0	2.0	1.0	0	2.0	2.0	2.0
every discoloration of the stone        	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	swwswwswws	3.0	3.0	2.0	0	0	0.0	2.0	3.0
every accidental crack or dent          	swswswsws	0	0	0	0	0	0.0	0	0
seems a water course or an avalanche    	swswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	swswswswsw	3.0	6.0	4.0	0	0	0.0	4.0	0
                                        	wswswswsws	3.0	3.0	6.0	0	0	0.0	6.0	0
                                        	swswswswss	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
or lofty slope where it still snows     	wswswwss	0	0	0	0	0	1.0	0	2.0
                                        	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswwsw	0	0	0	0	0	1.0	2.0	1.0
                                        	wswsswsw	0	0	0	0	10.0	0.0	2.0	1.0
                                        	wswsswss	0	0	0	0	20.0	0.0	0	2.0
though doubtless plum or cherry branch  	wswswsws	0	0	0	0	0	0.0	0	0
sweetens the little half way house      	swwswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swwswwss	0	0	0	0	0	0.0	2.0	3.0
                                        	wswswsws	3.0	3.0	2.0	0	0	0.0	4.0	0
those chinamen climb towards and i      	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswsww	0	0	0	1.0	0	1.0	2.0	1.0
                                        	wswsswsws	0	0	2.0	0	10.0	0.0	0	1.0
                                        	wswsswsww	0	0	0	1.0	10.0	1.0	0	2.0
delight to imagine them seated there    	wswwswwsww	0	0	0	1.0	0	1.0	0	3.0
                                        	wswwswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	wswwswswsw	3.0	3.0	4.0	0	0	1.0	2.0	1.0
                                        	swswswwsws	3.0	3.0	6.0	0	0	1.0	2.0	1.0
                                        	swswswwsww	3.0	3.0	4.0	1.0	0	2.0	2.0	2.0
                                        	wswswswsws	6.0	3.0	6.0	0	0	0.0	2.0	0
there on the mountain and the sky       	wswswsws	0	0	4.0	0	0	0.0	0	0
on all the tragic scene they stare      	wswswsws	0	0	0	0	0	0.0	0	0
one asks for mournful melodies          	wswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswswsww	0	0	0	1.0	0	1.0	0	1.0
accomplished fingers begin to play      	swswwsws	0	0	0	0	0	1.0	0	1.0
                                        	swswswsw	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	swswswss	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
their eyes mid many wrinkles their eyes 	wswswswws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswsw	0	0	2.0	0	0	0.0	4.0	0
                                        	wswswswss	0	0	2.0	0	10.0	0.0	2.0	1.0
their ancient glittering eyes are gay   	wswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswsw	0	0	4.0	0	0	0.0	4.0	0
                                        	wswswswss	0	0	4.0	0	10.0	0.0	2.0	1.0
